,BAU_C1_Static_20_SSP1,BAU_C2_Static_20_SSP1,BAU_C3_Static_20_SSP1,LC3_C1_Static_20_SSP1,LC3_C2_Static_20_SSP1,LC3_C3_Static_20_SSP1,EST_T1_Static_20_SSP1,EST_T2_Static_20_SSP1,EST_T3_Static_20_SSP1,EST_T4_Static_20_SSP1,EST_T5_Static_20_SSP1,EST_T6_Static_20_SSP1,EST_T7_Static_20_SSP1,BAU_C1_Static_100_SSP1,BAU_C2_Static_100_SSP1,BAU_C3_Static_100_SSP1,LC3_C1_Static_100_SSP1,LC3_C2_Static_100_SSP1,LC3_C3_Static_100_SSP1,EST_T1_Static_100_SSP1,EST_T2_Static_100_SSP1,EST_T3_Static_100_SSP1,EST_T4_Static_100_SSP1,EST_T5_Static_100_SSP1,EST_T6_Static_100_SSP1,EST_T7_Static_100_SSP1,BAU_C1_Static_200_SSP1,BAU_C2_Static_200_SSP1,BAU_C3_Static_200_SSP1,LC3_C1_Static_200_SSP1,LC3_C2_Static_200_SSP1,LC3_C3_Static_200_SSP1,EST_T1_Static_200_SSP1,EST_T2_Static_200_SSP1,EST_T3_Static_200_SSP1,EST_T4_Static_200_SSP1,EST_T5_Static_200_SSP1,EST_T6_Static_200_SSP1,EST_T7_Static_200_SSP1,BAU_C1_Static_20_SSP2,BAU_C2_Static_20_SSP2,BAU_C3_Static_20_SSP2,LC3_C1_Static_20_SSP2,LC3_C2_Static_20_SSP2,LC3_C3_Static_20_SSP2,EST_T1_Static_20_SSP2,EST_T2_Static_20_SSP2,EST_T3_Static_20_SSP2,EST_T4_Static_20_SSP2,EST_T5_Static_20_SSP2,EST_T6_Static_20_SSP2,EST_T7_Static_20_SSP2,BAU_C1_Static_100_SSP2,BAU_C2_Static_100_SSP2,BAU_C3_Static_100_SSP2,LC3_C1_Static_100_SSP2,LC3_C2_Static_100_SSP2,LC3_C3_Static_100_SSP2,EST_T1_Static_100_SSP2,EST_T2_Static_100_SSP2,EST_T3_Static_100_SSP2,EST_T4_Static_100_SSP2,EST_T5_Static_100_SSP2,EST_T6_Static_100_SSP2,EST_T7_Static_100_SSP2,BAU_C1_Static_200_SSP2,BAU_C2_Static_200_SSP2,BAU_C3_Static_200_SSP2,LC3_C1_Static_200_SSP2,LC3_C2_Static_200_SSP2,LC3_C3_Static_200_SSP2,EST_T1_Static_200_SSP2,EST_T2_Static_200_SSP2,EST_T3_Static_200_SSP2,EST_T4_Static_200_SSP2,EST_T5_Static_200_SSP2,EST_T6_Static_200_SSP2,EST_T7_Static_200_SSP2,BAU_C1_Static_20_SSP3,BAU_C2_Static_20_SSP3,BAU_C3_Static_20_SSP3,LC3_C1_Static_20_SSP3,LC3_C2_Static_20_SSP3,LC3_C3_Static_20_SSP3,EST_T1_Static_20_SSP3,EST_T2_Static_20_SSP3,EST_T3_Static_20_SSP3,EST_T4_Static_20_SSP3,EST_T5_Static_20_SSP3,EST_T6_Static_20_SSP3,EST_T7_Static_20_SSP3,BAU_C1_Static_100_SSP3,BAU_C2_Static_100_SSP3,BAU_C3_Static_100_SSP3,LC3_C1_Static_100_SSP3,LC3_C2_Static_100_SSP3,LC3_C3_Static_100_SSP3,EST_T1_Static_100_SSP3,EST_T2_Static_100_SSP3,EST_T3_Static_100_SSP3,EST_T4_Static_100_SSP3,EST_T5_Static_100_SSP3,EST_T6_Static_100_SSP3,EST_T7_Static_100_SSP3,BAU_C1_Static_200_SSP3,BAU_C2_Static_200_SSP3,BAU_C3_Static_200_SSP3,LC3_C1_Static_200_SSP3,LC3_C2_Static_200_SSP3,LC3_C3_Static_200_SSP3,EST_T1_Static_200_SSP3,EST_T2_Static_200_SSP3,EST_T3_Static_200_SSP3,EST_T4_Static_200_SSP3,EST_T5_Static_200_SSP3,EST_T6_Static_200_SSP3,EST_T7_Static_200_SSP3,BAU_C1_Dynamic_20_SSP1,BAU_C2_Dynamic_20_SSP1,BAU_C3_Dynamic_20_SSP1,LC3_C1_Dynamic_20_SSP1,LC3_C2_Dynamic_20_SSP1,LC3_C3_Dynamic_20_SSP1,EST_T1_Dynamic_20_SSP1,EST_T2_Dynamic_20_SSP1,EST_T3_Dynamic_20_SSP1,EST_T4_Dynamic_20_SSP1,EST_T5_Dynamic_20_SSP1,EST_T6_Dynamic_20_SSP1,EST_T7_Dynamic_20_SSP1,BAU_C1_Dynamic_100_SSP1,BAU_C2_Dynamic_100_SSP1,BAU_C3_Dynamic_100_SSP1,LC3_C1_Dynamic_100_SSP1,LC3_C2_Dynamic_100_SSP1,LC3_C3_Dynamic_100_SSP1,EST_T1_Dynamic_100_SSP1,EST_T2_Dynamic_100_SSP1,EST_T3_Dynamic_100_SSP1,EST_T4_Dynamic_100_SSP1,EST_T5_Dynamic_100_SSP1,EST_T6_Dynamic_100_SSP1,EST_T7_Dynamic_100_SSP1,BAU_C1_Dynamic_200_SSP1,BAU_C2_Dynamic_200_SSP1,BAU_C3_Dynamic_200_SSP1,LC3_C1_Dynamic_200_SSP1,LC3_C2_Dynamic_200_SSP1,LC3_C3_Dynamic_200_SSP1,EST_T1_Dynamic_200_SSP1,EST_T2_Dynamic_200_SSP1,EST_T3_Dynamic_200_SSP1,EST_T4_Dynamic_200_SSP1,EST_T5_Dynamic_200_SSP1,EST_T6_Dynamic_200_SSP1,EST_T7_Dynamic_200_SSP1,BAU_C1_Dynamic_20_SSP2,BAU_C2_Dynamic_20_SSP2,BAU_C3_Dynamic_20_SSP2,LC3_C1_Dynamic_20_SSP2,LC3_C2_Dynamic_20_SSP2,LC3_C3_Dynamic_20_SSP2,EST_T1_Dynamic_20_SSP2,EST_T2_Dynamic_20_SSP2,EST_T3_Dynamic_20_SSP2,EST_T4_Dynamic_20_SSP2,EST_T5_Dynamic_20_SSP2,EST_T6_Dynamic_20_SSP2,EST_T7_Dynamic_20_SSP2,BAU_C1_Dynamic_100_SSP2,BAU_C2_Dynamic_100_SSP2,BAU_C3_Dynamic_100_SSP2,LC3_C1_Dynamic_100_SSP2,LC3_C2_Dynamic_100_SSP2,LC3_C3_Dynamic_100_SSP2,EST_T1_Dynamic_100_SSP2,EST_T2_Dynamic_100_SSP2,EST_T3_Dynamic_100_SSP2,EST_T4_Dynamic_100_SSP2,EST_T5_Dynamic_100_SSP2,EST_T6_Dynamic_100_SSP2,EST_T7_Dynamic_100_SSP2,BAU_C1_Dynamic_200_SSP2,BAU_C2_Dynamic_200_SSP2,BAU_C3_Dynamic_200_SSP2,LC3_C1_Dynamic_200_SSP2,LC3_C2_Dynamic_200_SSP2,LC3_C3_Dynamic_200_SSP2,EST_T1_Dynamic_200_SSP2,EST_T2_Dynamic_200_SSP2,EST_T3_Dynamic_200_SSP2,EST_T4_Dynamic_200_SSP2,EST_T5_Dynamic_200_SSP2,EST_T6_Dynamic_200_SSP2,EST_T7_Dynamic_200_SSP2,BAU_C1_Dynamic_20_SSP3,BAU_C2_Dynamic_20_SSP3,BAU_C3_Dynamic_20_SSP3,LC3_C1_Dynamic_20_SSP3,LC3_C2_Dynamic_20_SSP3,LC3_C3_Dynamic_20_SSP3,EST_T1_Dynamic_20_SSP3,EST_T2_Dynamic_20_SSP3,EST_T3_Dynamic_20_SSP3,EST_T4_Dynamic_20_SSP3,EST_T5_Dynamic_20_SSP3,EST_T6_Dynamic_20_SSP3,EST_T7_Dynamic_20_SSP3,BAU_C1_Dynamic_100_SSP3,BAU_C2_Dynamic_100_SSP3,BAU_C3_Dynamic_100_SSP3,LC3_C1_Dynamic_100_SSP3,LC3_C2_Dynamic_100_SSP3,LC3_C3_Dynamic_100_SSP3,EST_T1_Dynamic_100_SSP3,EST_T2_Dynamic_100_SSP3,EST_T3_Dynamic_100_SSP3,EST_T4_Dynamic_100_SSP3,EST_T5_Dynamic_100_SSP3,EST_T6_Dynamic_100_SSP3,EST_T7_Dynamic_100_SSP3,BAU_C1_Dynamic_200_SSP3,BAU_C2_Dynamic_200_SSP3,BAU_C3_Dynamic_200_SSP3,LC3_C1_Dynamic_200_SSP3,LC3_C2_Dynamic_200_SSP3,LC3_C3_Dynamic_200_SSP3,EST_T1_Dynamic_200_SSP3,EST_T2_Dynamic_200_SSP3,EST_T3_Dynamic_200_SSP3,EST_T4_Dynamic_200_SSP3,EST_T5_Dynamic_200_SSP3,EST_T6_Dynamic_200_SSP3,EST_T7_Dynamic_200_SSP3
Dynamic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
THI,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
SSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
C_Pine_Mass,12047.04,12047.04,12047.04,12047.04,12047.04,12047.04,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,12047.04,12047.04,12047.04,12047.04,12047.04,12047.04,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,12047.04,12047.04,12047.04,12047.04,12047.04,12047.04,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,12047.04,12047.04,12047.04,12047.04,12047.04,12047.04,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,12047.04,12047.04,12047.04,12047.04,12047.04,12047.04,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,12047.04,12047.04,12047.04,12047.04,12047.04,12047.04,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,12047.04,12047.04,12047.04,12047.04,12047.04,12047.04,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,12047.04,12047.04,12047.04,12047.04,12047.04,12047.04,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,12047.04,12047.04,12047.04,12047.04,12047.04,12047.04,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,12047.04,12047.04,12047.04,12047.04,12047.04,12047.04,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,12047.04,12047.04,12047.04,12047.04,12047.04,12047.04,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,12047.04,12047.04,12047.04,12047.04,12047.04,12047.04,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,12047.04,12047.04,12047.04,12047.04,12047.04,12047.04,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,12047.04,12047.04,12047.04,12047.04,12047.04,12047.04,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,12047.04,12047.04,12047.04,12047.04,12047.04,12047.04,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,12047.04,12047.04,12047.04,12047.04,12047.04,12047.04,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,12047.04,12047.04,12047.04,12047.04,12047.04,12047.04,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,12047.04,12047.04,12047.04,12047.04,12047.04,12047.04,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13,415416.13
C_SOL,1387109.739,1387109.739,1387109.739,1195172.865,1195172.865,1195172.865,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,1387109.739,1387109.739,1387109.739,1195172.865,1195172.865,1195172.865,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,1387109.739,1387109.739,1387109.739,1195172.865,1195172.865,1195172.865,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,1387109.739,1387109.739,1387109.739,1195172.865,1195172.865,1195172.865,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,1387109.739,1387109.739,1387109.739,1195172.865,1195172.865,1195172.865,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,1387109.739,1387109.739,1387109.739,1195172.865,1195172.865,1195172.865,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,1387109.739,1387109.739,1387109.739,1195172.865,1195172.865,1195172.865,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,1387109.739,1387109.739,1387109.739,1195172.865,1195172.865,1195172.865,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,1387109.739,1387109.739,1387109.739,1195172.865,1195172.865,1195172.865,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,1387109.739,1387109.739,1387109.739,1195172.865,1195172.865,1195172.865,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,1387109.739,1387109.739,1387109.739,1195172.865,1195172.865,1195172.865,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,1387109.739,1387109.739,1387109.739,1195172.865,1195172.865,1195172.865,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,1387109.739,1387109.739,1387109.739,1195172.865,1195172.865,1195172.865,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,1387109.739,1387109.739,1387109.739,1195172.865,1195172.865,1195172.865,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,1387109.739,1387109.739,1387109.739,1195172.865,1195172.865,1195172.865,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,1387109.739,1387109.739,1387109.739,1195172.865,1195172.865,1195172.865,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,1387109.739,1387109.739,1387109.739,1195172.865,1195172.865,1195172.865,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,1387109.739,1387109.739,1387109.739,1195172.865,1195172.865,1195172.865,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605,895591.7605
M_SOL,2836.384746,2836.384746,2836.384746,2849.618069,2849.618069,2849.618069,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,2836.384746,2836.384746,2836.384746,2849.618069,2849.618069,2849.618069,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,2836.384746,2836.384746,2836.384746,2849.618069,2849.618069,2849.618069,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,2836.384746,2836.384746,2836.384746,2849.618069,2849.618069,2849.618069,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,2836.384746,2836.384746,2836.384746,2849.618069,2849.618069,2849.618069,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,2836.384746,2836.384746,2836.384746,2849.618069,2849.618069,2849.618069,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,2836.384746,2836.384746,2836.384746,2849.618069,2849.618069,2849.618069,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,2836.384746,2836.384746,2836.384746,2849.618069,2849.618069,2849.618069,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,2836.384746,2836.384746,2836.384746,2849.618069,2849.618069,2849.618069,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,2836.384746,2836.384746,2836.384746,2849.618069,2849.618069,2849.618069,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,2836.384746,2836.384746,2836.384746,2849.618069,2849.618069,2849.618069,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,2836.384746,2836.384746,2836.384746,2849.618069,2849.618069,2849.618069,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,2836.384746,2836.384746,2836.384746,2849.618069,2849.618069,2849.618069,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,2836.384746,2836.384746,2836.384746,2849.618069,2849.618069,2849.618069,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,2836.384746,2836.384746,2836.384746,2849.618069,2849.618069,2849.618069,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,2836.384746,2836.384746,2836.384746,2849.618069,2849.618069,2849.618069,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,2836.384746,2836.384746,2836.384746,2849.618069,2849.618069,2849.618069,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,2836.384746,2836.384746,2836.384746,2849.618069,2849.618069,2849.618069,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433,1924.998433
N_SOL,21.56964059,21.56964059,21.56964059,20.01474122,20.01474122,20.01474122,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,21.56964059,21.56964059,21.56964059,20.01474122,20.01474122,20.01474122,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,21.56964059,21.56964059,21.56964059,20.01474122,20.01474122,20.01474122,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,21.56964059,21.56964059,21.56964059,20.01474122,20.01474122,20.01474122,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,21.56964059,21.56964059,21.56964059,20.01474122,20.01474122,20.01474122,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,21.56964059,21.56964059,21.56964059,20.01474122,20.01474122,20.01474122,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,21.56964059,21.56964059,21.56964059,20.01474122,20.01474122,20.01474122,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,21.56964059,21.56964059,21.56964059,20.01474122,20.01474122,20.01474122,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,21.56964059,21.56964059,21.56964059,20.01474122,20.01474122,20.01474122,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,21.56964059,21.56964059,21.56964059,20.01474122,20.01474122,20.01474122,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,21.56964059,21.56964059,21.56964059,20.01474122,20.01474122,20.01474122,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,21.56964059,21.56964059,21.56964059,20.01474122,20.01474122,20.01474122,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,21.56964059,21.56964059,21.56964059,20.01474122,20.01474122,20.01474122,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,21.56964059,21.56964059,21.56964059,20.01474122,20.01474122,20.01474122,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,21.56964059,21.56964059,21.56964059,20.01474122,20.01474122,20.01474122,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,21.56964059,21.56964059,21.56964059,20.01474122,20.01474122,20.01474122,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,21.56964059,21.56964059,21.56964059,20.01474122,20.01474122,20.01474122,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,21.56964059,21.56964059,21.56964059,20.01474122,20.01474122,20.01474122,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447,19.53316447
C_EOL,65178.45786,79975.23562,68330.17152,65178.45786,79975.23562,68330.17152,66613.73338,66848.85397,76202.22926,69193.20795,69193.20795,69193.20795,69402.35225,65178.45786,79975.23562,68330.17152,65178.45786,79975.23562,68330.17152,66613.73338,66848.85397,76202.22926,69193.20795,69193.20795,69193.20795,69402.35225,65178.45786,79975.23562,68330.17152,65178.45786,79975.23562,68330.17152,66613.73338,66848.85397,76202.22926,69193.20795,69193.20795,69193.20795,69402.35225,65178.45786,79975.23562,68330.17152,65178.45786,79975.23562,68330.17152,66613.73338,66848.85397,76202.22926,69193.20795,69193.20795,69193.20795,69402.35225,65178.45786,79975.23562,68330.17152,65178.45786,79975.23562,68330.17152,66613.73338,66848.85397,76202.22926,69193.20795,69193.20795,69193.20795,69402.35225,65178.45786,79975.23562,68330.17152,65178.45786,79975.23562,68330.17152,66613.73338,66848.85397,76202.22926,69193.20795,69193.20795,69193.20795,69402.35225,65178.45786,79975.23562,68330.17152,65178.45786,79975.23562,68330.17152,66613.73338,66848.85397,76202.22926,69193.20795,69193.20795,69193.20795,69402.35225,65178.45786,79975.23562,68330.17152,65178.45786,79975.23562,68330.17152,66613.73338,66848.85397,76202.22926,69193.20795,69193.20795,69193.20795,69402.35225,65178.45786,79975.23562,68330.17152,65178.45786,79975.23562,68330.17152,66613.73338,66848.85397,76202.22926,69193.20795,69193.20795,69193.20795,69402.35225,65178.45786,79975.23562,68330.17152,65178.45786,79975.23562,68330.17152,66613.73338,66848.85397,76202.22926,69193.20795,69193.20795,69193.20795,69402.35225,65178.45786,79975.23562,68330.17152,65178.45786,79975.23562,68330.17152,66613.73338,66848.85397,76202.22926,69193.20795,69193.20795,69193.20795,69402.35225,65178.45786,79975.23562,68330.17152,65178.45786,79975.23562,68330.17152,66613.73338,66848.85397,76202.22926,69193.20795,69193.20795,69193.20795,69402.35225,65178.45786,79975.23562,68330.17152,65178.45786,79975.23562,68330.17152,66613.73338,66848.85397,76202.22926,69193.20795,69193.20795,69193.20795,69402.35225,65178.45786,79975.23562,68330.17152,65178.45786,79975.23562,68330.17152,66613.73338,66848.85397,76202.22926,69193.20795,69193.20795,69193.20795,69402.35225,65178.45786,79975.23562,68330.17152,65178.45786,79975.23562,68330.17152,66613.73338,66848.85397,76202.22926,69193.20795,69193.20795,69193.20795,69402.35225,65178.45786,79975.23562,68330.17152,65178.45786,79975.23562,68330.17152,66613.73338,66848.85397,76202.22926,69193.20795,69193.20795,69193.20795,69402.35225,65178.45786,79975.23562,68330.17152,65178.45786,79975.23562,68330.17152,66613.73338,66848.85397,76202.22926,69193.20795,69193.20795,69193.20795,69402.35225,65178.45786,79975.23562,68330.17152,65178.45786,79975.23562,68330.17152,66613.73338,66848.85397,76202.22926,69193.20795,69193.20795,69193.20795,69402.35225
